,month,day,week,airline,dest,dep_del,sch_elp,dist,sch_dep,act_dep,sch_arr,temp,dew,hum,wind,w_spd,gust,pres,cond,bef_dep1,aft_dep1,bef_arr1,aft_arr1
5749,11,18,1,3,1,-2,156,760,885,883,1041,42,42,10,7,14,0,29.73,12,10,16,7,10
28323,1,30,4,1,31,145,196,1089,775,920,971,36,25,64,10,6,0,30.32,16,15,12,6,10
21130,1,7,2,3,64,-9,184,1005,1295,1286,39,36,35,97,2,8,0,29.88,12,11,8,1,8
25760,1,22,3,1,12,-5,131,541,1148,1143,1279,35,24,64,0,0,0,30.44,3,5,16,5,7
4769,11,15,5,4,4,-6,83,187,917,911,1000,48,28,46,17,10,0,30.14,16,14,12,7,15
2882,11,10,7,3,33,-7,204,1182,400,393,544,42,28,58,13,13,0,30.11,16,5,15,3,9
25240,1,21,2,3,52,-8,391,2446,509,501,720,25,13,60,4,7,0,30.46,3,20,9,3,9
23688,1,15,3,3,28,-4,393,2475,1169,1165,1382,45,35,68,17,7,0,30.13,18,13,13,3,9
20401,1,5,7,3,60,21,394,2521,1020,1041,1234,38,20,48,7,23,0,29.96,19,4,7,7,12
1598,11,6,3,3,64,-7,180,1005,447,440,627,49,33,54,16,13,0,30.38,3,17,7,8,12
18406,12,29,7,1,2,3,263,1521,1305,1308,68,41,41,10,2,7,0,30.05,12,11,3,6,8
13459,12,14,6,3,28,-5,377,2475,419,414,616,52,52,10,9,10,0,29.48,12,7,11,7,13
23289,1,14,2,4,59,-4,334,1990,955,951,1169,43,39,87,1,7,0,30.17,12,12,13,4,10
8713,11,27,3,3,39,-7,181,1028,689,682,870,55,55,10,9,9,0,29.88,0,14,12,3,6
2562,11,8,5,3,27,12,347,2248,1290,1302,17,32,15,50,7,17,22,30.31,3,14,7,6,10
16932,12,25,3,8,13,-6,123,483,873,867,996,45,35,68,9,6,0,30.16,16,5,12,6,12
24843,1,20,1,4,1,-2,157,760,360,358,517,21,8,57,7,23,29,30.14,4,4,4,4,5
28043,1,29,3,3,28,0,391,2475,1055,1055,1266,37,16,42,4,10,0,30.08,3,7,6,8,10
23634,1,15,3,6,14,-8,143,589,990,982,1133,44,34,68,12,7,0,30.12,16,11,8,2,8
2115,11,7,4,4,28,-4,382,2475,1015,1011,1217,57,48,72,15,12,0,30.0,12,10,14,5,10
18308,12,29,7,4,52,-1,384,2446,1015,1014,1219,41,38,89,2,7,0,30.12,12,9,11,4,6
19680,1,3,5,8,50,6,95,264,615,621,710,44,44,10,13,6,0,29.83,12,6,5,2,8
4384,11,14,4,1,42,10,345,2153,810,820,1035,44,29,55,12,7,0,30.36,16,10,8,7,15
24542,1,19,7,3,58,-4,223,1598,310,306,593,37,37,10,15,10,0,29.69,0,1,0,0,4
14012,12,15,7,0,22,-6,93,228,1240,1234,1333,41,24,51,15,17,26,30.07,3,7,4,3,11
22561,1,12,7,3,1,-3,163,760,811,808,974,67,43,42,15,22,30,30.05,17,7,9,5,10
1108,11,4,1,7,3,-1,170,765,929,928,1039,54,38,55,9,18,0,30.31,16,11,14,3,10
19973,1,4,6,4,1,73,160,760,515,588,675,47,47,10,3,9,0,29.64,9,13,7,3,10
7313,11,23,6,4,1,-4,140,760,360,356,500,35,22,59,16,12,0,30.04,3,3,4,3,7
14970,12,19,4,4,64,0,189,1005,490,490,679,19,5,54,16,23,32,30.32,4,20,3,8,8
26725,1,25,6,1,28,-3,400,2475,1170,1167,1390,47,47,10,13,17,0,29.75,16,11,9,4,7
24533,1,18,6,3,4,79,70,187,1349,1428,1419,37,36,96,17,20,0,29.8,0,7,1,4,5
24224,1,17,5,0,11,-5,124,425,895,890,1019,30,-2,25,8,18,0,30.62,3,9,17,8,19
1779,11,6,3,4,1,-5,156,760,1015,1010,1171,50,29,44,13,10,0,30.35,3,9,14,5,10
24200,1,17,5,4,10,-2,141,636,819,817,960,30,-3,24,7,18,26,30.62,3,4,7,5,15
13902,12,15,7,0,15,0,99,213,895,895,994,44,24,45,16,24,38,29.93,17,13,11,4,14
3541,11,11,1,1,4,-6,76,187,1380,1374,16,54,53,97,12,10,0,29.85,0,6,5,3,3
6599,11,21,4,3,58,-5,222,1598,301,296,583,37,30,76,7,3,0,30.15,3,1,2,2,8
21448,1,8,3,3,30,-6,172,944,1323,1317,55,31,10,42,8,21,32,30.33,17,8,4,5,9
16832,12,25,3,4,32,-2,203,1029,475,473,618,36,27,70,4,7,0,30.25,18,10,19,1,6
20259,1,5,7,0,17,-4,267,1391,530,526,737,38,25,60,8,23,41,29.81,17,9,7,3,8
5274,11,17,7,1,28,-3,380,2475,480,477,680,37,26,65,5,18,0,30.36,16,15,27,2,2
24587,1,19,7,3,6,27,75,266,456,483,531,43,31,62,16,13,23,29.7,18,14,16,4,5
3350,11,11,1,8,4,-6,84,187,749,743,833,58,44,60,12,6,0,30.03,16,3,5,5,7
888,11,3,7,3,56,-2,390,2586,1309,1307,79,49,28,44,16,10,0,30.22,3,15,5,5,9
3534,11,11,1,3,30,-1,168,944,1323,1322,51,56,55,97,12,17,0,29.88,16,8,2,6,6
23779,1,16,4,2,56,-3,411,2586,445,442,676,47,46,97,15,15,21,29.84,18,14,20,5,12
4413,11,14,4,3,39,28,180,1028,869,897,1049,45,27,49,13,10,0,30.33,16,16,9,7,13
10634,12,4,3,4,16,17,295,1626,1135,1152,1310,39,33,79,15,14,0,29.55,0,6,20,3,8
5359,11,17,7,3,52,-6,367,2446,720,714,907,44,32,63,5,18,0,30.24,0,13,4,3,10
11242,12,6,5,4,2,5,266,1521,1139,1144,1345,48,36,63,15,14,0,29.99,0,12,12,3,7
10278,12,3,2,0,47,2,120,427,1050,1052,1170,35,23,61,8,17,0,29.58,18,2,6,2,9
24650,1,19,7,3,28,-3,387,2475,689,686,896,45,30,56,16,21,29,29.74,17,10,9,3,4
1044,11,4,1,4,58,3,223,1598,705,708,988,54,35,49,9,9,0,30.37,18,15,5,3,9
24979,1,20,1,0,36,-2,169,740,764,762,873,30,4,33,7,22,0,30.27,4,4,7,5,11
3868,11,12,2,0,50,-4,94,264,1320,1316,1414,27,6,41,8,17,25,30.15,3,8,5,6,9
10938,12,5,4,3,7,-9,90,301,1115,1106,1205,39,24,55,16,16,30,29.98,18,5,5,2,7
1745,11,6,3,8,13,-7,119,483,929,922,1048,53,29,40,17,8,0,30.34,3,9,11,6,14
19415,1,2,4,1,28,-8,388,2475,900,892,1108,45,39,80,9,14,0,29.91,0,10,17,9,14
14871,12,18,3,6,37,-1,93,290,935,934,1028,35,23,61,15,16,28,29.84,18,8,3,4,7
27093,1,26,7,0,9,-5,84,184,1260,1255,1344,41,29,62,15,16,0,29.81,18,9,8,4,12
8358,11,26,2,1,56,-6,399,2586,630,624,849,52,42,69,12,6,0,30.04,18,5,4,3,9
8342,11,26,2,2,57,-11,402,2569,575,564,797,50,44,80,12,6,0,30.04,18,10,13,1,2
27545,1,28,2,4,1,-3,158,760,515,512,673,39,27,62,8,17,0,29.82,16,12,9,7,7
7591,11,23,6,3,64,-10,179,1005,1305,1295,44,45,30,56,12,8,0,29.84,0,9,4,5,10
7201,11,22,5,4,56,2,404,2586,1035,1037,1259,46,28,50,16,24,32,29.82,19,14,8,5,10
22735,1,12,7,0,7,-5,97,301,1342,1337,1439,49,35,59,6,8,0,30.37,16,8,2,5,10
20733,1,6,1,4,59,-4,339,1990,1079,1075,1298,40,30,68,13,10,0,30.01,3,10,6,6,9
14766,12,18,3,2,55,1,387,2422,560,561,767,36,26,67,17,12,0,29.87,3,8,11,4,1
25291,1,21,2,2,28,-5,401,2475,690,685,911,30,12,47,7,8,0,30.44,3,12,13,2,4
27902,1,29,3,3,56,-2,411,2586,599,597,830,36,19,50,7,14,0,30.09,18,8,4,5,11
15553,12,21,6,1,28,-7,393,2475,450,443,663,24,17,75,6,5,0,30.64,16,8,12,3,12
14111,12,16,1,6,37,-3,87,290,485,482,572,35,18,50,7,9,0,30.28,0,20,19,6,8
12932,12,12,4,4,12,-6,134,541,887,881,1021,35,8,33,0,0,0,30.7,16,7,15,6,11
12778,12,12,4,1,17,0,252,1391,400,400,592,27,15,61,4,9,0,30.67,3,7,16,6,13
8849,11,27,3,3,34,7,392,2576,1139,1146,1351,55,51,86,13,13,0,29.58,0,8,11,7,11
22602,1,12,7,8,13,-6,121,483,933,927,1054,64,39,40,15,22,30,30.14,4,12,14,6,11
27760,1,28,2,0,11,-2,134,425,1210,1208,1344,40,27,60,8,23,30,29.89,1,9,9,6,12
15031,12,19,4,0,7,389,101,301,474,863,575,26,10,51,16,18,0,30.35,3,6,10,11,10
11500,12,7,6,3,52,-7,365,2446,990,983,1175,36,15,43,8,15,0,30.4,3,16,6,5,8
17527,12,27,5,1,28,-6,389,2475,660,654,869,50,45,83,12,7,0,30.22,0,7,6,2,5
240,11,1,5,0,11,-4,137,425,1170,1166,1307,49,30,48,7,12,0,30.21,3,11,11,4,5
25830,1,23,4,3,58,2,223,1598,310,312,593,29,25,85,17,7,0,30.4,18,1,2,4,4
20464,1,5,7,3,59,36,334,1990,1170,1206,1384,36,18,48,16,15,24,30.0,18,8,9,5,13
24860,1,20,1,3,29,-7,388,2465,445,438,653,21,8,57,7,21,0,30.22,4,7,14,6,11
7001,11,22,5,4,31,-11,192,1089,485,474,677,50,42,74,12,9,0,29.78,16,15,31,6,6
27886,1,29,3,3,56,3,414,2586,540,543,774,35,20,54,4,12,0,30.09,16,14,10,1,4
1611,11,6,3,4,27,-10,354,2248,485,475,659,50,33,52,16,12,0,30.39,3,11,28,5,3
2467,11,8,5,4,56,-5,404,2586,1035,1030,1259,35,13,40,7,17,0,30.24,3,11,7,5,10
3959,11,13,3,0,15,-6,87,213,515,509,602,27,9,47,8,23,32,30.31,4,26,11,5,10
4442,11,14,4,6,47,-7,116,427,986,979,1102,44,26,49,13,12,0,30.32,16,14,9,6,9
12048,12,9,1,1,28,-2,380,2475,750,748,950,52,52,10,9,15,0,29.97,5,4,4,4,8
5554,11,17,7,1,42,50,348,2153,1282,1332,70,39,31,73,6,17,0,30.07,16,8,3,5,10
11865,12,8,7,4,27,-1,371,2248,1169,1168,1360,38,34,86,13,6,0,30.41,16,12,18,4,7
7720,11,24,7,3,20,-10,187,1069,670,660,857,47,47,10,7,17,0,29.22,12,6,13,1,5
24006,1,16,4,4,30,11,192,944,1185,1196,1377,38,20,48,16,26,40,30.09,4,5,5,4,13
1311,11,5,2,4,27,-1,354,2248,485,484,659,58,54,87,9,6,0,30.21,0,19,23,1,8
6078,11,19,2,4,10,-8,134,636,820,812,954,50,39,66,8,9,0,29.77,16,6,7,5,13
6756,11,21,4,0,22,-7,82,228,815,808,897,53,32,45,14,5,0,30.12,18,9,11,6,11
23204,1,14,2,4,30,-7,173,944,685,678,858,44,35,71,1,9,0,30.27,0,8,12,4,4
27458,1,27,1,0,50,-3,91,264,1320,1317,1411,42,28,58,8,14,0,29.74,0,5,5,5,11
6042,11,19,2,3,4,-7,70,187,677,670,747,50,39,66,15,13,0,29.77,18,13,11,6,6
6714,11,21,4,1,31,-1,194,1089,660,659,854,50,33,52,8,8,0,30.16,3,6,15,1,6
10680,12,4,3,4,28,-1,378,2475,1289,1288,47,39,34,82,17,14,0,29.55,12,11,9,5,6
9650,11,30,6,0,4,-3,89,187,1019,1016,1108,39,14,36,4,3,0,30.02,16,10,12,3,7
13939,12,15,7,4,1,4,166,760,1015,1019,1181,42,24,49,15,18,29,30.01,18,9,13,5,10
20338,1,5,7,3,58,-2,232,1598,839,837,1131,43,23,45,8,25,36,29.88,17,6,2,8,16
10537,12,4,3,3,39,16,180,1028,858,874,1038,39,33,79,15,10,0,29.51,0,4,17,5,12
7291,11,22,5,0,6,5,83,266,1320,1325,1403,41,22,47,8,17,29,29.95,3,7,2,7,10
26495,1,24,5,3,58,-1,231,1598,1300,1299,151,39,31,73,2,8,0,30.3,16,8,6,5,10
12190,12,9,1,3,28,134,376,2475,1290,1424,46,53,53,10,13,13,0,29.76,12,6,1,6,8
314,11,2,6,1,56,-9,386,2586,420,411,626,44,34,68,6,6,0,30.26,3,7,12,6,10
9609,11,30,6,4,15,-4,88,213,905,901,993,40,13,33,4,8,0,30.0,16,16,11,8,15
27710,1,28,2,0,9,-7,82,184,1060,1053,1142,40,26,58,8,18,25,29.86,16,6,6,2,9
20148,1,4,6,4,56,-8,419,2586,1220,1212,19,50,47,89,7,13,0,29.52,12,12,9,8,14
18737,12,31,2,1,4,-7,77,187,565,558,642,40,39,97,7,7,0,29.69,16,6,12,2,3
25780,1,22,3,6,3,-13,164,765,1199,1186,1303,32,21,64,0,0,0,30.44,3,13,5,4,14
1021,11,4,1,3,56,-1,393,2586,659,658,872,54,35,49,9,9,0,30.37,18,6,13,1,7
25868,1,23,4,1,28,-4,394,2475,450,446,664,31,25,79,17,7,0,30.42,16,21,18,5,14
5477,11,17,7,1,53,-5,275,1587,1109,1104,1324,40,31,70,6,20,0,30.14,0,9,9,4,10
4935,11,16,6,1,28,-3,388,2475,360,357,568,36,14,41,6,14,0,30.36,3,2,4,4,9
11292,12,6,5,4,56,127,424,2586,1180,1307,1424,45,30,56,8,26,35,30.05,17,9,9,6,9
15455,12,20,5,4,58,24,233,1598,1146,1170,1439,29,14,54,4,12,0,30.62,3,11,19,4,6
16191,12,23,1,3,28,-2,393,2475,420,418,633,37,33,86,17,8,0,30.16,3,11,11,7,13
20253,1,5,7,4,62,-5,232,1623,515,510,807,38,25,60,8,23,41,29.81,17,11,6,2,11
4772,11,15,5,4,30,-7,180,944,929,922,1109,48,28,46,17,10,0,30.14,16,14,12,7,13
25256,1,21,2,3,59,-4,330,1990,560,556,770,26,11,53,7,8,0,30.47,3,9,8,3,2
27697,1,28,2,4,28,-7,394,2475,1015,1008,1229,41,25,53,8,18,0,29.83,16,10,10,3,7
13136,12,13,5,0,43,-5,114,340,440,435,554,38,32,79,6,5,0,30.44,0,16,8,7,14
28048,1,29,3,4,28,1,391,2475,1079,1080,1290,36,17,46,4,10,0,30.11,3,6,11,3,11
14273,12,16,1,3,36,43,173,740,969,1012,1082,36,21,55,4,6,0,30.23,0,7,15,7,7
7210,11,22,5,3,55,-5,382,2422,1077,1072,1279,45,25,46,16,30,40,29.87,19,7,8,5,7
4410,11,14,4,4,1,-3,159,760,899,896,1058,45,27,49,13,10,0,30.33,16,16,8,7,14
15465,12,20,5,0,11,20,138,425,1169,1189,1307,29,14,54,4,12,0,30.62,3,22,9,4,13
7100,11,22,5,1,28,-3,380,2475,750,747,950,50,46,86,17,15,0,29.68,12,5,3,6,6
27666,1,28,2,8,13,-10,121,483,933,923,1054,41,25,53,8,17,24,29.82,16,15,12,4,12
16305,12,23,1,1,28,-6,389,2475,750,744,959,51,35,54,13,9,0,30.04,18,5,5,2,10
27222,1,27,1,2,55,-4,385,2422,570,566,775,40,32,73,17,16,0,29.72,16,16,7,3,4
11196,12,6,5,2,28,-7,395,2475,1020,1013,1235,47,37,68,17,13,0,29.97,0,5,14,4,7
26824,1,26,7,2,55,-2,390,2422,450,448,660,38,36,93,17,12,0,29.83,3,12,15,4,13
4285,11,14,4,4,52,0,377,2446,485,485,682,35,20,54,4,5,0,30.46,16,20,25,4,9
24915,1,20,1,3,56,0,414,2586,540,540,774,25,9,51,7,23,0,30.26,4,13,15,2,4
11018,12,6,5,3,7,-7,84,301,460,453,544,36,26,67,17,8,0,30.15,16,12,15,5,12
17635,12,27,5,4,52,-4,384,2446,1015,1011,1219,50,45,83,13,10,0,30.13,16,8,11,2,6
9322,11,29,5,4,55,15,389,2422,955,970,1164,39,23,53,7,9,0,30.14,18,13,9,6,10
7130,11,22,5,6,43,-9,103,340,884,875,987,50,47,89,16,12,0,29.69,0,7,19,6,12
7028,11,22,5,3,28,-7,379,2475,515,508,714,50,42,74,12,9,0,29.78,16,22,10,4,11
20239,1,5,7,8,36,-8,183,740,485,477,608,38,25,60,8,23,41,29.81,17,13,15,5,6
17356,12,26,4,6,37,25,90,290,1169,1194,1259,45,40,82,3,10,0,30.37,0,15,12,6,15
11487,12,7,6,3,58,2,235,1598,954,956,1249,36,15,43,8,15,0,30.4,3,12,15,4,6
17291,12,26,4,4,16,-2,292,1626,1015,1013,1187,45,40,82,1,14,0,30.36,0,10,12,3,6
3972,11,13,3,4,2,-3,257,1521,555,552,752,29,9,43,7,22,31,30.33,4,8,11,0,3
23393,1,14,2,1,28,6,390,2475,1290,1296,60,43,43,10,2,5,0,30.13,9,10,8,5,10
28727,1,31,5,4,28,-2,390,2475,1080,1078,1290,40,36,86,1,8,0,30.24,0,5,6,5,11
27230,1,27,1,4,28,1,385,2475,590,591,795,42,32,67,17,17,0,29.72,16,11,6,5,10
16807,12,25,3,1,15,-4,91,213,390,386,481,31,24,76,6,6,0,30.2,3,4,7,2,5
9970,12,1,7,1,56,110,405,2586,1270,1380,55,40,39,97,6,21,32,29.49,1,3,3,6,3
5205,11,16,6,1,2,-5,264,1521,1289,1284,53,33,9,37,6,9,0,30.45,3,4,7,4,5
14272,12,16,1,4,28,-5,385,2475,1015,1010,1220,36,23,59,6,3,0,30.23,16,6,13,7,7
23372,1,14,2,4,32,225,196,1029,1000,1225,1136,43,43,10,1,5,0,30.15,0,12,10,7,6
6767,11,21,4,3,58,-6,228,1598,860,854,1148,52,33,49,13,7,0,30.11,16,6,7,4,11
20642,1,6,1,6,3,-9,164,765,815,806,919,44,27,51,16,22,0,29.94,17,7,8,3,11
27279,1,27,1,2,40,-7,385,2454,780,773,985,43,33,68,17,15,0,29.66,16,10,7,3,7
22463,1,12,7,4,42,-3,353,2153,485,482,718,61,58,90,17,25,35,29.93,17,16,14,3,5
13936,12,15,7,4,52,-3,386,2446,1019,1016,1225,42,24,49,15,18,29,30.01,18,8,13,4,8
3428,11,11,1,1,42,18,346,2153,985,1003,1211,53,50,89,3,6,0,29.97,16,12,12,5,10
7177,11,22,5,1,42,0,346,2153,982,982,1208,46,34,63,8,15,24,29.79,16,10,8,2,7
23016,1,13,1,4,58,-4,240,1598,1139,1135,1439,45,45,10,4,6,0,30.36,0,12,14,6,8
18632,12,30,1,3,4,59,83,187,942,1001,1025,42,42,10,4,14,22,29.79,20,15,3,5,8
21533,1,9,4,3,28,-7,395,2475,509,502,724,26,9,49,8,12,22,30.73,3,22,11,3,9
1519,11,5,2,0,48,-7,117,288,1210,1203,1327,55,45,69,17,10,0,30.14,16,13,7,7,18
23629,1,15,3,4,56,2,415,2586,955,957,1190,44,34,68,12,7,0,30.12,16,13,10,3,11
10389,12,4,3,1,31,7,194,1089,375,382,569,35,28,76,15,14,0,29.59,0,7,8,3,5
8180,11,25,1,1,12,-4,137,541,1139,1135,1276,45,43,93,12,8,0,29.9,3,13,8,5,7
28392,1,30,4,4,2,1,261,1521,1117,1118,1318,33,26,75,2,5,0,30.34,16,9,9,5,8
9695,11,30,6,1,28,0,396,2475,1169,1169,1385,37,17,44,4,8,0,30.02,16,7,17,4,11
20892,1,7,2,0,3,-5,175,765,513,508,628,39,25,57,15,8,0,30.1,16,20,9,3,7
22586,1,12,7,4,23,-2,256,1417,895,893,1091,64,39,40,15,22,30,30.14,4,10,17,10,19
22300,1,11,6,3,28,-5,390,2475,860,855,1070,53,51,93,9,22,0,30.11,1,4,4,9,16
22852,1,13,1,3,28,4,390,2475,590,594,800,46,41,83,6,6,0,30.42,0,11,6,5,11
19271,1,2,4,8,4,0,85,187,420,420,505,34,27,75,17,9,0,29.99,3,12,19,6,13
15343,12,20,5,3,58,36,232,1598,839,875,1131,34,14,44,16,14,0,30.54,3,2,20,5,14
27641,1,28,2,3,39,25,189,1028,839,864,1028,42,26,53,8,22,0,29.8,17,7,3,8,9
2455,11,8,5,0,7,-3,104,301,997,994,1101,36,14,41,8,17,24,30.2,18,11,15,5,10
1094,11,4,1,0,54,2,146,718,892,894,1038,54,38,55,9,18,0,30.31,16,17,13,7,14
23921,1,16,4,8,13,-7,127,483,899,892,1026,42,30,62,8,23,35,29.95,19,10,16,6,19
18863,12,31,2,2,28,-3,395,2475,1020,1017,1235,43,39,86,17,9,0,29.64,16,7,8,3,6
24144,1,17,5,3,28,-1,390,2475,590,589,800,24,3,40,7,25,31,30.63,4,7,6,6,10
26575,1,25,6,0,17,-6,261,1391,520,514,721,41,41,10,2,18,0,30.07,0,14,9,3,9
21975,1,10,5,4,28,0,391,2475,820,820,1031,48,41,77,13,12,0,30.46,16,10,6,4,13
28608,1,31,5,4,1,-1,157,760,700,699,857,42,34,73,3,8,0,30.32,16,15,8,4,7
4779,11,15,5,3,4,0,75,187,936,936,1011,48,28,46,17,10,0,30.14,16,11,14,5,7
1125,11,4,1,1,56,-7,407,2586,980,973,1207,53,39,59,9,16,0,30.31,16,12,8,5,12
16372,12,23,1,4,31,38,200,1089,930,968,1130,47,31,54,17,10,0,30.01,18,10,12,5,8
921,11,4,1,1,17,-4,252,1391,400,396,592,40,32,73,0,0,0,30.34,3,5,15,4,9
25912,1,23,4,3,56,-3,414,2586,540,537,774,38,28,68,13,9,0,30.43,16,12,14,5,4
19385,1,2,4,0,6,-2,93,266,755,753,848,44,30,58,12,8,0,29.94,16,4,6,3,7
22455,1,12,7,1,12,-5,141,541,480,475,621,53,53,10,12,15,0,29.9,16,15,21,3,5
232,11,1,5,4,30,-8,186,944,1165,1157,1351,50,29,44,8,17,0,30.2,3,5,13,3,5
22725,1,12,7,3,27,-11,358,2248,1300,1289,38,52,34,50,7,9,0,30.35,3,10,8,5,10
27418,1,27,1,4,20,-4,198,1069,1174,1170,1372,43,28,56,16,14,0,29.73,0,17,13,4,11
13038,12,12,4,3,57,55,392,2569,1111,1166,1323,31,20,64,0,0,0,30.69,16,16,19,4,7
20692,1,6,1,0,4,-5,96,187,955,950,1051,45,26,48,16,22,0,29.97,17,14,14,4,11
8783,11,27,3,8,13,-8,119,483,930,922,1049,54,50,86,9,23,0,29.65,17,12,9,7,11
21036,1,7,2,6,14,-11,143,589,990,979,1133,40,26,58,1,7,0,29.92,0,16,6,2,9
22153,1,11,6,3,30,-11,178,944,359,348,537,49,48,97,12,10,0,30.35,0,2,4,6,10
520,11,2,6,4,1,-2,151,760,1125,1123,1276,47,40,77,2,5,0,30.05,16,11,6,5,11
18490,12,30,1,3,2,-7,269,1521,533,526,742,42,42,10,2,16,0,29.84,12,14,8,4,8
13378,12,13,5,3,52,17,372,2446,1155,1172,1347,51,51,10,5,12,0,30.08,20,12,15,7,8
16459,12,23,1,3,26,-7,164,828,1230,1223,1394,44,33,65,17,14,0,29.98,16,9,9,5,12
13947,12,15,7,3,4,20,71,187,1027,1047,1098,42,24,49,15,18,29,30.01,18,10,6,7,12
26549,1,25,6,4,31,-3,191,1089,475,472,666,41,41,10,2,18,0,30.07,0,10,21,6,8
14122,12,16,1,3,52,-10,376,2446,510,500,706,35,18,50,7,9,0,30.28,0,26,11,3,8
13047,12,12,4,3,63,40,76,209,1140,1180,1216,31,20,64,0,0,0,30.69,16,17,12,7,12
3047,11,10,7,4,1,-2,159,760,899,897,1058,50,36,59,13,7,0,30.01,16,12,6,6,13
16659,12,24,2,6,3,80,164,765,815,895,919,45,25,46,4,12,0,30.13,16,11,14,6,15
980,11,4,1,0,15,-4,87,213,515,511,602,50,29,44,10,8,0,30.37,3,18,6,4,11
13934,12,15,7,4,28,-3,385,2475,1015,1012,1220,42,24,49,15,18,29,30.01,18,9,14,2,7
19823,1,3,5,8,36,-7,187,740,1137,1130,1264,46,45,96,13,10,0,29.82,0,11,6,4,12
18176,12,29,7,4,59,36,343,1990,540,576,763,41,32,70,2,9,0,30.28,16,13,11,4,6
11567,12,7,6,0,48,12,118,288,1199,1211,1317,33,16,50,7,15,28,30.47,3,5,7,2,5
25311,1,21,2,3,56,7,409,2586,740,747,969,32,12,44,7,9,0,30.41,3,6,9,5,12
13605,12,14,6,4,55,4,393,2422,961,965,1174,51,51,10,12,20,0,29.22,12,10,10,4,8
7324,11,23,6,3,50,-8,82,264,422,414,504,37,23,57,15,8,0,30.06,3,8,13,5,14
5288,11,17,7,1,31,-6,196,1089,490,484,686,37,26,65,5,18,0,30.36,16,24,20,3,6
10787,12,5,4,0,54,-1,151,718,553,552,704,42,32,67,15,15,0,29.76,16,5,15,2,2
1774,11,6,3,2,56,-6,410,2586,995,989,1225,50,29,44,13,10,0,30.35,3,10,11,4,11
6725,11,21,4,4,20,-1,183,1069,689,688,872,50,33,52,8,8,0,30.16,3,14,12,1,5
19135,1,1,3,1,42,-1,363,2153,985,984,1228,38,22,53,15,18,26,29.82,16,7,8,5,5
26171,1,23,4,1,4,-3,75,187,1390,1387,25,37,33,86,0,0,0,30.36,0,1,1,2,6
26623,1,25,6,4,56,24,406,2586,685,709,911,45,45,10,1,30,40,29.89,13,11,6,1,4
22247,1,11,6,3,7,-3,84,301,631,628,715,54,51,90,9,24,31,30.27,17,4,3,4,6
25264,1,21,2,4,56,-1,411,2586,580,579,811,26,11,53,7,8,0,30.47,3,10,8,4,7
10762,12,5,4,4,20,-2,196,1069,485,483,681,41,32,70,15,12,0,29.73,16,20,17,7,8
5131,11,16,6,6,14,-3,141,589,995,992,1136,36,5,27,5,8,0,30.44,18,12,10,3,5
13645,12,14,6,3,34,6,392,2576,1120,1126,1332,50,49,96,17,20,0,29.25,16,11,7,4,7
28616,1,31,5,0,47,-6,113,427,752,746,865,43,34,71,1,8,0,30.29,16,5,8,3,12
28003,1,29,3,4,31,-1,205,1089,936,935,1141,40,15,36,4,15,24,30.06,3,10,14,8,10
5497,11,17,7,0,11,-7,125,425,1169,1162,1294,40,31,70,6,22,28,30.12,1,10,18,4,9
24584,1,19,7,4,30,-4,176,944,485,481,661,43,31,62,16,13,23,29.7,18,12,14,3,4
3313,11,11,1,3,20,19,188,1069,590,609,778,57,46,67,14,5,0,30.08,16,6,3,7,7
28373,1,30,4,0,7,-8,100,301,1055,1047,1155,33,26,75,1,5,0,30.33,16,9,5,4,10
398,11,2,6,3,7,65,85,301,599,664,684,51,35,54,0,0,0,30.17,18,7,7,3,5
24071,1,17,5,3,33,22,214,1182,403,425,557,23,4,44,7,23,33,30.55,4,11,13,9,13
3142,11,10,7,3,49,-7,369,2411,1170,1163,1359,50,36,59,15,10,0,30.05,18,9,18,5,9
11968,12,9,1,1,28,-5,388,2475,480,475,688,49,49,10,0,0,0,30.08,12,6,23,6,6
5330,11,17,7,1,42,-7,346,2153,651,644,877,42,30,62,5,22,0,30.31,17,4,10,3,5
13183,12,13,5,0,15,-4,97,213,531,527,628,40,35,83,1,3,0,30.42,16,12,6,4,8
13653,12,14,6,3,35,42,370,2429,1110,1152,1300,50,48,93,17,24,32,29.27,17,9,16,2,4
5878,11,18,1,3,39,-10,183,1028,1243,1233,1426,40,40,10,7,7,0,29.72,12,5,6,9,11
14433,12,17,2,3,52,-2,376,2446,510,508,706,34,34,10,5,14,0,29.86,12,21,11,3,8
25116,1,20,1,3,59,4,334,1990,1170,1174,1384,28,0,30,7,16,0,30.36,3,14,10,5,11
123,11,1,5,3,20,48,188,1069,690,738,878,57,32,39,16,21,26,30.06,4,8,5,3,5
28187,1,30,4,3,20,-5,195,1069,480,475,675,28,15,58,6,12,0,30.31,18,20,20,4,5
27913,1,29,3,1,28,-6,387,2475,660,654,867,37,19,48,4,16,0,30.09,3,9,6,3,6
10349,12,3,2,1,28,14,384,2475,1290,1304,54,33,21,61,16,16,0,29.59,18,8,6,3,9
23667,1,15,3,4,55,-8,391,2422,1115,1107,1326,42,34,73,17,8,0,30.14,18,8,12,6,13
6037,11,19,2,3,6,207,75,266,455,662,530,50,39,66,15,13,0,29.77,18,8,14,3,6
16506,12,23,1,1,4,46,76,187,1390,1436,26,41,33,73,17,13,0,29.95,18,3,1,3,8
4651,11,15,5,0,17,-6,265,1391,510,504,715,40,27,60,17,8,0,30.26,18,27,11,4,11
