,month,day,week,airline,dest,dep_del,sch_elp,dist,sch_dep,act_dep,sch_arr,temp,dew,hum,wind,w_spd,gust,pres,cond,bef_dep1,aft_dep1,bef_arr1,aft_arr1
19569,1,2,4,3,58,-3,225,1598,1408,1405,253,42,37,82,11,3,0,29.86,16,2,0,4,4
28102,1,29,3,3,39,-4,185,1028,1232,1228,1417,35,16,46,4,13,0,30.14,3,12,8,3,8
15133,12,19,4,4,28,-2,394,2475,1165,1163,1379,24,8,51,8,18,0,30.42,18,7,13,5,9
2688,11,9,6,0,63,25,79,209,660,685,739,37,22,54,13,5,0,30.32,16,9,15,2,7
4496,11,14,4,3,63,-1,76,209,1139,1138,1215,44,28,53,13,10,0,30.31,16,7,7,2,6
14659,12,17,2,0,37,-4,104,290,1289,1285,1393,34,33,96,7,10,0,29.7,0,13,9,1,8
16707,12,24,2,8,4,14,92,187,1019,1033,1111,41,24,51,4,10,0,30.16,16,7,5,5,8
4797,11,15,5,3,28,23,381,2475,960,983,1161,47,28,48,17,10,0,30.14,16,13,8,3,6
10531,12,4,3,0,9,-2,80,184,835,833,915,39,33,79,15,10,0,29.51,0,9,3,8,14
16912,12,25,3,3,4,-9,70,187,754,745,824,47,32,56,0,0,0,30.18,16,3,4,2,6
16381,12,23,1,2,56,-10,410,2586,995,985,1225,47,31,54,17,10,0,30.01,18,14,11,5,5
20471,1,5,7,8,4,-2,93,187,1230,1228,1323,36,18,48,16,15,24,30.0,18,8,10,5,11
3696,11,12,2,4,18,-2,123,509,779,777,902,34,23,64,8,24,31,29.91,17,5,4,4,8
8407,11,26,2,6,3,0,162,765,820,820,922,55,47,74,12,9,0,30.01,3,5,8,7,14
22537,1,12,7,4,12,-4,123,541,710,706,833,65,46,50,15,18,29,30.02,16,13,6,3,8
23059,1,13,1,0,43,-2,113,340,1260,1258,1373,43,43,10,4,5,0,30.37,0,7,8,6,11
26982,1,26,7,0,15,-6,105,213,938,932,1043,45,30,56,15,13,0,29.76,16,9,15,6,11
4093,11,13,3,1,27,-4,363,2248,959,955,1142,31,4,32,4,9,0,30.37,3,15,14,6,12
1504,11,5,2,4,18,-2,133,509,1169,1167,1302,55,45,69,17,10,0,30.14,16,9,14,3,8
22969,1,13,1,0,36,9,187,740,970,979,1097,46,45,96,8,7,0,30.33,0,13,10,1,8
16195,12,23,1,3,20,51,186,1069,373,424,559,37,33,86,17,8,0,30.16,3,12,14,8,10
20447,1,5,7,4,20,-3,200,1069,1170,1167,1370,36,18,48,16,15,24,30.0,18,9,17,5,2
2734,11,9,6,0,15,-8,97,213,895,887,992,40,23,51,12,9,0,30.25,18,7,14,6,11
13799,12,15,7,3,52,14,376,2446,510,524,706,45,34,65,15,21,26,29.74,17,7,6,3,7
20234,1,5,7,3,63,31,75,209,427,458,502,38,23,55,8,28,38,29.77,19,13,15,3,11
1039,11,4,1,4,12,-8,135,541,705,697,840,54,35,49,9,9,0,30.37,18,12,9,2,5
18623,12,30,1,3,8,-6,397,2465,990,984,1207,42,42,10,4,14,22,29.79,20,13,7,2,5
145,11,1,5,1,28,-7,373,2475,870,863,1063,57,31,37,15,17,23,30.1,3,2,8,5,8
776,11,3,7,0,50,-5,97,264,970,965,1067,51,29,43,16,10,0,30.14,16,13,9,8,9
19772,1,3,5,1,36,-6,188,740,960,954,1088,46,45,96,13,12,0,29.81,0,13,8,5,9
13836,12,15,7,3,30,21,173,944,647,668,820,48,32,54,15,28,33,29.78,17,8,16,3,5
14741,12,18,3,4,57,0,403,2569,485,485,708,35,24,64,15,12,0,29.87,3,17,16,9,6
20144,1,4,6,0,48,2,118,288,1200,1202,1318,50,47,89,7,13,0,29.52,12,14,10,8,15
131,11,1,5,0,47,-5,106,427,783,778,889,57,30,36,16,17,25,30.08,3,5,3,4,6
5826,11,18,1,0,18,64,137,509,1040,1104,1177,40,40,10,7,9,18,29.72,12,5,10,6,10
17269,12,26,4,3,58,-4,237,1598,954,950,1251,46,40,79,1,8,0,30.35,16,15,8,6,13
2520,11,8,5,4,4,8,89,187,1170,1178,1259,33,15,48,7,18,28,30.29,3,14,12,5,10
4402,11,14,4,3,7,-4,84,301,889,885,973,46,30,54,12,8,0,30.33,16,8,14,6,11
3920,11,13,3,2,55,-3,387,2422,450,447,657,25,10,53,8,21,30,30.3,4,12,9,6,10
16911,12,25,3,0,6,-10,93,266,755,745,848,47,32,56,0,0,0,30.18,16,3,4,2,6
22208,1,11,6,0,17,-1,261,1391,510,509,711,52,50,93,9,20,0,30.3,16,18,6,3,10
14700,12,18,3,1,31,3,202,1089,372,375,574,33,24,70,8,20,29,29.84,3,6,5,2,5
17848,12,28,6,0,63,-9,92,209,600,591,692,48,39,71,8,13,0,30.21,16,14,5,5,11
2609,11,9,6,3,6,-10,75,266,455,445,530,32,20,61,0,0,0,30.38,16,13,9,3,10
1232,11,4,1,3,39,54,183,1028,1243,1297,1426,53,44,71,13,10,0,30.3,16,13,6,4,11
27107,1,26,7,3,64,-5,184,1005,1310,1305,54,41,29,62,15,16,0,29.81,18,7,5,5,11
10015,12,2,1,4,56,5,397,2586,420,425,637,37,37,10,6,16,0,29.5,12,13,12,5,18
21996,1,10,5,0,43,0,114,340,899,899,1013,49,42,77,12,7,0,30.46,16,15,12,6,16
12213,12,10,2,4,59,-3,340,1990,409,406,629,51,51,10,12,6,0,29.78,0,5,15,5,13
2903,11,10,7,4,4,18,80,187,420,438,500,44,33,65,12,10,0,30.13,16,18,7,3,11
12334,12,10,2,0,11,-5,119,425,740,735,859,54,53,97,17,10,0,29.81,20,3,8,1,6
25048,1,20,1,4,30,-3,186,944,968,965,1154,30,0,28,8,15,0,30.3,3,13,11,4,9
12999,12,12,4,4,23,154,268,1417,895,1049,1103,31,17,57,11,3,0,30.71,16,13,8,4,11
