,TAXI_OUT
17661,11
1547,19
6828,14
25664,15
9192,18
15151,32
14934,22
5985,28
4548,14
25538,14
6963,18
19810,12
24141,17
1479,21
9692,14
25185,16
7387,28
6723,17
11076,17
5090,34
1400,27
18841,12
11678,15
25692,22
4863,16
5263,17
11671,18
15218,21
16457,17
20461,26
591,13
140,22
21329,19
14761,14
21415,28
20991,29
2405,19
10149,37
14640,18
10676,27
24001,39
9314,18
19429,19
1385,16
22841,21
8682,21
3553,11
3792,11
19999,34
10512,20
26338,17
24579,17
17710,15
2974,20
3420,26
756,14
14153,15
15682,18
9261,15
7807,30
23641,22
1610,12
3864,14
14385,32
13809,28
27129,17
7537,22
25880,35
21822,22
11724,16
25025,22
8345,26
8285,11
20777,35
27592,20
15360,35
22240,17
4549,18
25787,21
2154,13
22651,14
10064,24
4458,12
4157,16
11581,16
10551,26
21820,11
1131,14
11179,12
3715,16
6394,25
46,12
13278,26
7094,24
18078,19
26450,20
11996,39
26345,19
24425,14
19407,19
17447,38
15354,27
11794,31
21231,26
26053,11
10181,38
26954,15
21312,27
27007,21
9454,19
506,15
24669,11
17558,17
4882,30
9289,12
10171,27
9751,22
11424,24
26860,11
6235,13
16190,31
12581,31
17425,17
23391,29
11842,18
19743,32
18914,17
17959,20
16889,21
28712,16
7517,23
2985,23
28788,26
26111,8
2878,12
19603,14
21419,41
3098,14
1217,16
11548,15
26542,17
16635,15
23343,16
10588,24
23442,16
2605,17
25082,20
27396,20
2617,13
14954,28
26392,13
12092,15
26732,28
9576,16
16947,26
15245,21
14740,24
18238,19
23751,15
13888,26
19587,16
17644,21
11881,30
27372,18
23998,38
19285,22
19523,30
26697,25
25165,18
8562,23
4837,18
3504,22
2174,35
13774,22
10609,22
27765,22
26150,17
8408,21
7009,10
25130,18
8719,26
12647,16
16502,16
13096,21
22726,15
7445,20
18371,27
12505,18
21833,18
3076,13
11945,14
1505,25
5833,19
25714,15
17607,17
23263,16
4282,27
10941,39
13475,24
16003,29
10874,20
22462,40
19755,17
14119,33
2016,16
6734,19
6336,20
11640,32
18855,10
8564,21
17799,15
885,20
24836,12
24379,15
17936,15
26290,17
1194,27
252,39
17082,29
18815,19
18233,15
22417,19
1043,27
10207,16
19240,15
24967,20
6260,14
21316,17
4484,11
1237,21
22764,17
7500,23
24716,17
8349,31
22723,19
8397,18
23531,15
918,16
19505,33
18360,36
16307,14
23490,31
10377,16
27516,16
3904,18
22321,34
5033,19
24886,19
13300,29
7804,26
2393,20
16973,16
22617,16
2083,27
8153,13
16976,19
18503,32
17926,25
14913,33
17368,26
25317,16
28662,27
2297,23
10452,16
3280,14
23991,38
10508,35
6026,15
7514,24
27869,18
15167,14
12888,31
669,14
17898,21
642,14
27703,21
27018,19
19067,11
16618,18
5626,28
20776,11
11443,37
15938,40
16384,17
12349,25
5536,19
1414,14
16316,21
19198,39
17172,33
1974,23
28297,17
25396,9
16842,34
14293,13
22712,27
1346,11
6328,27
2361,20
615,26
23554,16
4461,17
4776,14
11308,19
10167,29
13056,26
13644,29
23957,20
20209,29
15654,36
15315,20
9251,23
8894,13
2184,19
16301,19
21846,18
1457,14
4640,22
28280,19
4903,27
14241,19
17587,21
27000,12
2028,15
12332,19
28431,20
21948,10
20050,24
4308,14
26557,37
26904,10
13592,17
22908,15
26945,18
2474,29
26565,32
11031,27
25461,13
23241,23
8829,17
13507,20
19405,15
16143,25
1770,13
11285,27
25989,23
7328,32
25071,17
19645,34
2550,22
14907,31
15624,21
1314,26
19094,15
8833,10
13959,32
19935,29
13267,17
3593,20
7470,19
6577,10
2523,23
18660,15
18344,15
2674,24
7958,24
6731,13
3086,13
26627,32
27866,14
362,23
27665,15
21528,35
24448,18
1072,23
15832,34
26761,12
1277,14
20638,17
9204,19
4500,15
20384,19
26813,14
14194,19
4603,26
19411,25
22653,11
22572,13
8279,18
24192,25
8518,22
19453,17
26454,27
18947,17
3953,34
10501,14
24711,13
27698,16
26951,13
8530,27
27309,24
1540,15
4449,14
19845,32
25062,24
4900,14
24380,17
22330,23
13481,16
21869,26
22470,40
5708,31
3680,19
7614,22
14023,20
27185,24
9986,28
802,22
20340,17
3052,11
27810,16
14394,29
7957,12
11805,22
26252,18
6960,14
24487,15
28708,23
11528,19
9847,21
15040,25
16104,31
4835,20
18252,20
8842,17
22924,19
8251,13
9634,14
20438,35
6251,19
23598,15
11624,21
28571,18
21939,22
19904,14
14865,37
10203,20
20395,25
15768,23
24693,19
11202,22
19664,15
20760,31
13222,21
8027,21
14818,13
22774,16
17660,24
13549,30
17578,13
11648,25
15356,27
25219,22
23882,27
3014,14
28753,15
24195,19
3962,28
13527,27
14402,34
11053,26
25750,21
18082,20
10656,21
27954,14
19824,18
2350,13
820,19
2965,20
28598,23
3077,16
13840,26
10180,35
23544,18
3074,33
14198,16
27612,13
13716,20
24147,23
6853,19
19657,12
20231,18
26453,27
3963,25
15407,16
3727,12
10186,37
265,17
3901,18
22340,15
7612,18
28479,19
1984,17
17013,27
28771,20
9319,16
21363,16
13255,18
11679,18
21214,20
9673,14
28356,16
18814,24
12136,22
28261,28
25173,27
25865,27
20949,20
17245,22
5338,20
13932,19
7231,20
18420,32
27200,12
13660,21
3749,41
26288,21
21773,21
17149,39
2340,17
1121,21
28430,22
20915,13
22318,29
11798,25
9447,19
18867,18
11593,23
9478,23
14331,39
6077,26
21056,23
10128,36
8030,16
5857,21
2319,26
28789,15
26776,26
4353,24
1796,15
7921,16
4152,23
8359,22
8680,24
9110,18
11437,25
9255,15
8495,19
18278,27
3862,20
4881,17
27208,10
7571,29
7107,24
12815,15
14985,18
26044,18
3835,12
21908,13
12125,30
8627,21
4425,13
24289,32
18509,37
6871,10
1870,17
25620,18
19349,14
18916,14
21052,19
9560,16
24266,37
9724,15
22384,41
15831,37
9772,14
25851,16
2880,16
15127,18
13066,25
26121,34
15844,18
27452,17
10114,29
13918,37
9552,39
19484,19
13054,30
21921,18
25709,24
3700,24
8909,17
17988,27
8491,17
9555,30
12996,27
23535,20
26748,18
18969,12
26739,20
15778,15
133,13
25964,9
3259,29
22218,17
23637,14
4355,28
8513,21
8963,14
3306,23
27355,18
13772,15
22454,30
24710,14
5806,20
22593,14
23155,27
2183,30
7607,22
26179,22
12287,22
5668,19
14183,13
13615,23
18430,17
13882,37
11909,26
5998,23
19565,16
324,19
3415,21
9234,15
6376,14
27164,13
8910,15
18661,16
14647,18
1500,20
3178,15
21169,36
9711,39
11278,27
8147,22
25723,14
25987,15
23079,14
22070,25
1214,29
11085,18
27046,19
9393,27
2288,18
14986,18
12688,11
147,11
1566,13
24574,16
5339,15
9304,16
19636,21
19468,30
11916,20
20652,25
10791,23
26505,16
435,16
20587,33
20094,10
4311,15
21866,27
8418,23
20805,16
10121,41
16709,21
22899,20
8114,17
18141,17
24545,17
1066,18
7232,21
2907,15
22260,17
12426,16
18939,21
7008,14
2327,20
9536,15
1616,14
1078,13
25998,20
22469,18
22507,24
18784,13
5874,28
20474,29
17147,24
19477,21
6,26
26187,27
20647,15
12344,12
1284,24
2296,27
9358,20
14661,20
21292,11
15300,25
26289,30
10806,28
8452,18
12507,30
23196,13
14820,29
736,19
19682,12
22526,18
692,28
28307,14
3886,18
23412,22
8542,32
17689,29
26506,17
10763,30
23931,28
11116,16
4839,21
6377,23
18240,19
226,10
12202,16
8528,28
26378,14
24689,17
5790,20
26202,35
15822,12
26487,21
10303,11
10117,30
6926,29
21980,21
1344,17
3949,16
8662,17
1466,38
5018,27
23835,21
2476,17
24308,26
26482,20
17655,24
19112,16
4708,28
19803,12
15111,29
2134,11
11522,18
27956,12
24995,16
14271,14
8167,16
2829,19
8131,11
17011,28
8310,33
28803,13
5986,12
18466,34
8007,8
4509,19
28017,16
13817,26
978,14
24795,13
20256,40
23723,24
11972,37
13151,21
9078,18
28738,19
26218,32
20326,23
11261,23
4390,18
22831,10
24247,26
9498,24
1421,28
11625,35
5642,24
21455,11
23765,16
26447,24
15931,17
16507,13
17145,27
12133,26
24742,17
1174,36
14011,22
21810,16
23613,17
10419,16
21949,17
13284,21
22761,31
5286,19
23430,21
2452,40
17051,22
23447,18
27089,22
1064,41
533,18
7029,18
28117,19
9573,21
21114,21
17805,14
4960,20
420,17
11891,36
6634,9
20373,29
22635,10
3849,37
27855,23
11550,10
989,16
15307,23
25467,18
599,19
9029,17
5208,15
5185,34
10582,22
28240,23
16963,21
12997,39
19348,18
16612,12
12146,36
19936,15
8311,36
2384,27
1509,15
28621,20
9780,24
19620,18
23127,17
7588,18
9296,14
18468,26
16263,14
27073,25
25480,15
11892,23
18340,20
5041,41
6704,13
26080,19
9024,24
16423,26
15700,23
12370,24
5362,19
15435,35
24618,21
9085,19
22510,33
17856,18
12739,23
19314,20
18041,38
10272,35
23234,24
4709,20
2107,18
26784,19
12452,15
24004,35
21711,17
15294,20
10360,27
19266,30
1180,28
19618,11
12958,14
16567,12
24320,14
25270,15
10253,32
3467,20
22172,12
6366,15
15691,14
5599,21
2859,14
3588,22
14068,16
690,26
11727,14
14505,25
27106,14
13147,17
12587,30
1449,26
17437,28
22315,30
17688,15
23664,15
16312,21
22767,20
6463,17
757,12
25174,13
7032,25
17604,14
15937,27
17183,33
18766,20
13083,29
10779,16
17897,20
28097,17
12721,18
9600,22
2123,14
14706,12
18351,19
12930,27
24221,28
19031,15
26465,20
14211,24
24035,26
26261,32
4505,16
23033,11
11356,10
6905,10
24129,25
18434,14
21753,35
18312,27
26898,22
25522,29
1787,22
9543,31
12184,24
11148,13
27575,17
27489,15
7946,20
13213,17
17755,15
7793,39
2744,20
15258,24
889,23
13492,21
14248,21
15016,36
6911,12
12732,20
27374,14
15400,17
17769,19
18991,15
4535,19
13241,14
12767,27
20989,23
3426,17
26425,19
15254,19
2855,17
20337,25
20213,31
2767,25
14987,14
8215,13
10900,20
25443,18
20499,14
14917,10
13337,18
9654,12
25259,15
1805,17
13700,17
3263,18
7154,18
27746,20
20119,22
367,21
12476,18
14687,15
5416,13
12194,12
99,16
10282,13
11406,20
22954,14
26895,13
2477,23
12726,21
24740,10
23416,19
14075,17
782,15
6640,19
28251,41
22113,18
14147,9
9202,25
25764,24
3228,9
2736,22
16056,25
243,37
9715,16
26153,16
1820,18
15220,30
2976,29
6259,15
11469,21
6539,15
10124,17
4,13
9757,33
10095,19
8391,22
16388,9
26815,15
25766,23
871,40
3816,22
12860,20
28269,16
1271,19
26119,17
27263,18
5787,17
7710,13
23177,22
9828,18
14793,31
10802,27
15993,20
22773,16
5439,15
5381,25
17524,14
10441,28
17254,25
20916,15
23654,11
22107,26
14802,18
12420,12
3824,21
12034,29
2044,16
9660,14
26773,16
4855,11
1,15
10668,8
9575,24
7181,33
23990,38
20452,15
10284,14
16564,25
23741,16
20445,19
2041,36
22958,19
6789,24
7885,38
11217,12
16875,13
25425,22
22652,15
1923,12
938,10
1377,16
23858,13
28450,19
26690,17
22843,22
1594,18
84,19
13084,21
9639,16
9501,11
11495,22
17402,21
14030,22
17367,12
13627,24
10385,15
27999,22
8454,16
3882,16
9876,26
13845,31
6280,20
17034,35
12873,17
1185,20
22822,14
3438,17
9890,37
6580,23
24297,17
17504,16
25154,17
7255,35
25078,39
14393,28
4676,16
23746,20
15001,35
21045,16
22756,17
10578,24
6321,20
378,36
11012,22
22034,10
23916,29
27190,20
8363,26
12047,13
26026,18
8462,17
14794,18
9614,25
13035,16
16786,15
22188,20
18150,22
4427,26
2408,14
16492,13
24842,17
9099,16
23780,29
18467,21
9574,19
4146,16
6972,27
21579,28
23191,14
16265,18
8085,15
6664,35
3287,12
27290,21
3823,22
17250,19
8722,38
15117,15
15370,37
24592,23
19901,16
17376,18
15562,21
21787,36
7592,15
13343,32
27102,13
4479,27
28718,15
26188,29
18697,18
23465,20
5368,18
16021,23
559,18
22137,22
6674,12
3507,22
28491,20
23029,21
18813,16
8863,21
25345,12
26321,14
10309,29
21604,17
3394,16
10140,30
18733,19
20092,15
8838,18
26269,25
12620,27
14,16
1062,15
28805,14
27797,16
19843,34
21191,21
16774,24
4726,15
28074,28
64,15
9031,11
7904,31
24205,28
24369,14
16692,14
28350,19
15189,17
1297,18
7726,20
15950,12
15333,12
16544,34
1011,19
27383,25
5508,16
24342,18
26336,24
12816,12
17451,30
24461,30
5238,17
10538,13
24655,34
9349,14
10133,36
21075,29
6975,23
2175,35
18648,28
18640,38
18284,22
24148,18
18757,15
8245,15
7360,33
28528,26
16791,22
3479,15
18250,13
23569,20
15787,17
26578,35
9483,24
15673,18
14984,21
19272,13
5746,19
26298,15
19594,14
3325,20
12345,27
21373,25
11748,19
28721,21
17630,16
13749,18
10577,16
16925,15
4827,12
7615,21
6465,19
4982,22
8705,37
28224,17
13893,18
5040,28
3214,25
16926,17
11998,40
11126,14
15531,18
14792,14
23118,17
10991,14
13695,21
24075,14
12934,13
10799,23
4513,13
21025,21
542,28
10463,17
26086,11
26375,19
13558,17
7599,12
28313,15
16781,21
5606,18
13103,15
24331,18
27961,19
22705,29
12203,14
19802,18
28059,15
26798,16
21776,25
3038,10
23870,36
22855,19
5419,20
19216,32
22636,16
17028,37
10888,18
1623,13
28346,19
25658,22
28710,22
28100,11
8723,30
23126,27
1823,25
5859,28
18145,37
11759,19
9129,16
7675,19
17424,20
818,12
28446,20
12218,28
15304,18
11131,18
22564,29
2725,15
15396,23
22033,13
25268,15
25532,34
20460,15
2186,18
5707,33
7735,17
328,18
28732,37
28483,19
7865,29
18328,17
28709,23
23354,22
6092,10
15528,17
19888,20
24500,18
22009,24
12437,20
2318,22
21692,18
14717,34
2053,28
25656,15
5569,16
21459,25
4687,20
4040,20
24712,13
4856,15
18317,14
10678,27
27835,20
25060,18
17277,15
7535,19
5979,17
14196,18
22910,12
2040,23
13188,15
15236,19
11722,22
26772,12
486,22
7851,27
2984,20
12830,33
21117,16
12921,34
20074,20
21616,15
23511,34
25634,11
11574,19
24701,14
9755,22
22311,34
21751,30
20187,17
4817,20
5214,29
9163,13
2173,41
25601,16
21126,17
24102,30
28296,18
8997,27
24393,16
19451,18
953,20
12142,36
19926,38
13162,19
11219,20
14377,16
1130,13
11942,17
2456,14
12834,20
14425,16
9934,39
27016,15
24472,28
17343,32
19568,17
9303,11
27186,15
6849,18
5864,32
25400,18
1071,17
12714,18
3946,25
26257,18
16453,21
4647,18
19319,25
795,16
14686,17
26966,38
6230,15
4580,17
20336,21
19866,28
6502,15
21924,17
28343,22
6283,19
9940,36
15617,25
20120,32
18102,19
8795,14
2891,16
25706,16
27708,11
26089,19
9381,14
18961,16
8728,20
9812,21
6473,22
21078,31
15217,19
4179,20
1365,12
9763,18
9102,20
19895,10
3141,14
27464,18
11024,22
24924,20
25921,14
5078,13
27123,17
16744,22
22812,25
15172,15
25294,30
5315,21
28747,25
25614,18
16749,27
19380,19
25002,11
9659,18
12318,14
13633,14
92,15
15163,41
9199,17
26296,17
24513,39
28785,27
13646,26
4799,13
7316,15
3492,12
12746,19
2209,22
13449,10
17735,17
14419,16
9758,30
11102,17
3001,10
27808,18
7822,14
6523,12
20604,13
26120,36
88,25
10654,23
7530,17
25849,36
5031,23
24377,21
4383,18
7419,20
9913,23
17408,15
2481,23
21813,13
26248,19
6545,13
26961,12
17182,32
9793,31
17822,23
19043,19
4412,27
23453,15
7475,24
14500,13
22345,16
9611,23
6657,26
19316,28
18355,36
3950,22
11670,26
521,24
5011,21
13537,28
24544,14
16856,20
17361,20
9505,25
26400,16
12539,27
17601,17
11173,19
1149,15
8401,20
12211,20
20730,27
24562,35
21641,14
21585,32
10422,26
5838,12
4069,20
20763,40
20617,24
22332,27
20984,36
12399,12
9657,14
8882,24
18438,26
7341,15
21731,26
17813,33
3747,34
1326,25
8821,27
14870,40
10777,12
6065,22
73,23
3698,14
2521,26
20873,24
18048,26
16898,17
27568,16
5865,26
25863,13
26302,20
24640,18
13422,40
1115,18
7358,32
3490,17
9448,28
25112,19
4528,11
20664,14
26683,23
21311,25
13811,21
8018,16
9361,20
13842,25
17434,23
6325,21
22930,12
11144,8
1674,14
26949,13
11336,17
4242,22
18949,15
23581,23
27281,19
6681,16
18740,18
22623,15
13961,29
16783,16
5711,19
8830,23
7340,23
14103,16
2555,13
19211,30
24991,16
10430,30
27499,18
28495,33
3526,9
28438,21
3877,16
17783,22
9136,14
24160,16
1941,17
11319,19
18295,17
11687,18
28694,18
27867,14
9382,22
14404,32
6534,11
24299,14
19304,25
7787,39
28314,25
20007,24
22495,22
25686,22
24832,24
727,14
22072,15
846,23
21060,19
9510,35
24045,14
2793,23
14029,11
12198,16
15,16
12571,13
27467,28
23895,10
3489,21
13709,18
25019,18
19902,14
959,18
3926,32
18035,33
5628,22
17233,20
21691,19
11947,15
27754,17
6071,11
9591,20
19450,22
15251,24
22648,26
16802,28
824,22
17358,17
11070,13
12209,17
23105,15
21885,27
17879,27
20678,17
1432,18
3028,15
13663,34
18070,39
4321,24
845,19
11276,25
5557,22
27446,21
23782,17
17645,15
8706,24
23561,19
24467,20
5653,17
18839,18
3701,17
23748,15
7681,20
28793,20
23811,15
27821,15
1250,25
21046,26
27949,10
20150,12
6903,21
3708,20
17625,15
16119,13
17320,24
13866,30
9929,31
4331,21
27662,10
18261,31
14597,16
8610,38
11635,15
341,15
11205,21
24789,22
12989,28
22415,14
19442,19
24312,21
14947,27
26484,17
2682,22
25977,16
12914,22
9987,23
4536,32
6820,12
14973,38
18630,35
28741,24
9597,19
20645,13
23486,13
20501,13
22398,26
5104,22
12152,16
18151,15
14033,14
27380,26
11991,38
23331,17
15668,15
9718,20
7522,12
95,15
21188,20
22550,17
5112,23
2490,19
16441,34
14007,36
19432,16
17246,18
26057,13
15785,15
10908,41
21358,12
24785,32
14016,14
12357,24
18447,17
12658,13
20412,33
3137,9
15073,34
24651,25
17651,17
12887,18
24206,17
1225,23
18731,21
25960,20
2900,26
11065,26
25712,20
22743,22
566,15
22796,19
19509,34
8481,20
1138,22
19808,24
4432,15
7965,18
18086,30
18423,16
25783,22
9267,12
8998,13
5810,26
8111,26
5052,13
25871,21
14493,40
7150,24
25326,15
27549,13
4307,12
27323,24
19098,11
27159,28
11234,19
1312,35
23865,25
6742,15
12848,25
6830,12
19706,19
952,21
11935,12
3175,18
27096,17
16172,12
333,16
2493,19
18122,24
2057,29
18373,18
10687,17
11478,21
5046,26
8539,27
5640,21
4488,22
19655,17
8373,17
12246,18
18264,41
16194,28
15288,14
18402,28
17790,18
9556,34
9581,21
21884,14
25895,13
27979,15
24219,17
12802,11
12192,35
4083,22
19219,15
14569,17
2619,15
12842,23
7892,36
25494,17
23385,17
11633,28
2271,16
1521,17
28235,23
27451,26
22307,20
9,29
13675,20
4430,19
19974,39
7527,16
25963,14
14252,22
6076,12
6981,29
18260,17
22407,14
4177,23
6782,36
21571,15
13973,36
22634,19
27247,28
28088,18
9432,18
18723,21
26373,25
9744,29
25811,17
18594,27
26020,23
18004,16
11576,16
1910,12
676,21
3110,15
28792,31
13828,18
22483,23
14691,19
15906,16
26736,30
699,14
24499,17
6700,17
2824,35
29,13
4185,18
18290,33
15963,23
16336,16
5122,22
4695,20
15065,20
836,19
18544,38
8992,13
23500,28
3146,33
3590,17
13215,21
2783,26
26645,21
453,18
26436,27
12160,37
23194,14
18028,37
16300,17
20440,26
27232,18
26502,22
20406,19
331,25
275,13
27191,20
18436,25
23312,16
25731,20
21879,13
25965,19
5451,14
27202,15
7321,29
18085,41
12902,18
17409,17
6799,23
28096,13
9259,18
12019,15
22433,19
22388,40
5968,25
597,20
1065,14
22548,11
27170,19
22331,26
23658,19
2922,13
6553,30
24095,20
13431,17
11039,36
27366,22
21720,16
4266,22
26000,17
17422,16
17459,23
13316,31
1419,28
14697,33
4388,28
3662,28
565,20
11430,13
26643,16
25006,16
6915,34
4258,23
9123,29
18017,12
592,19
22020,17
27010,23
21595,17
1356,13
28460,18
8338,17
6691,22
7007,27
10983,17
18294,12
17041,37
16234,30
10083,16
27111,28
3385,15
14797,19
16776,21
16731,28
24173,20
983,14
8537,32
15701,14
6548,18
6297,23
28020,20
28029,27
8236,26
10700,25
26374,11
5726,23
17720,32
13253,20
21435,24
10923,20
5962,15
5479,17
18673,13
6401,24
26091,17
18756,23
26128,21
20701,21
22358,17
18664,19
22392,17
21824,16
3480,15
17639,18
19355,18
21418,37
18332,23
4088,21
20576,17
20126,11
24489,22
18894,17
22837,14
18658,21
27071,39
16651,23
5740,16
15881,29
1546,21
10773,36
1777,14
65,15
20887,19
13516,19
811,20
6698,20
928,15
27352,22
20762,31
14150,13
27,19
2320,24
23948,24
4630,30
306,15
21760,23
14885,40
3829,30
17894,13
710,13
21617,26
6645,22
28083,31
19634,18
26677,27
9424,21
8228,24
26762,15
15783,19
28272,14
19749,18
9778,12
17756,15
8980,26
17893,19
17417,16
4480,34
26205,34
8005,11
26751,19
22308,13
9330,18
1395,21
233,36
18982,27
1281,29
25514,19
10928,28
28730,17
4889,16
1654,17
5905,16
27905,10
17023,19
19356,11
1987,19
10607,11
26924,18
10315,17
8148,17
21100,23
25168,24
21981,20
2528,29
20895,22
24280,17
19702,26
3210,18
21735,23
24720,15
14806,16
22552,35
17339,40
17313,16
28275,14
8042,23
17556,13
26132,13
9810,22
8075,16
25631,14
20497,18
13100,26
1740,19
19178,21
25394,13
25249,17
2687,26
16956,23
17785,27
25629,19
19893,21
4115,19
23580,29
13242,25
4934,15
13272,16
24983,34
89,18
13621,24
6743,13
15086,27
6120,27
20909,17
14494,17
14285,24
17107,26
15961,15
10398,20
21372,21
21925,15
9357,16
19820,28
1977,20
28784,23
4785,15
7716,18
16148,34
18585,26
12809,17
24644,20
6443,23
24755,18
3670,15
27718,18
6511,27
10569,20
9179,23
3875,12
25825,17
25546,20
27792,15
9131,18
6231,24
1388,16
13754,22
17966,23
18181,14
16853,19
7042,12
9822,24
17196,31
21771,24
1653,16
13761,18
9005,20
3639,23
16422,21
6683,9
12316,18
12786,20
18838,11
9728,33
19858,18
6089,12
2894,23
1602,18
23959,41
13020,28
11992,20
17047,25
11807,17
24506,38
27953,19
24273,18
20894,20
538,35
16438,28
19040,15
2341,15
5120,26
4848,19
19072,12
9788,22
12257,25
17842,37
15096,22
9698,33
24794,27
15138,30
5277,22
7969,26
10568,22
17712,23
3691,14
24009,41
16034,31
10714,16
19762,20
4538,35
20951,16
25232,15
9785,16
20186,16
8206,26
12867,26
1667,15
19377,26
25280,18
5301,18
10151,16
17487,15
27325,32
15537,17
13367,38
14573,36
27599,12
13617,18
11838,24
15045,34
21264,19
26064,18
34,23
21942,13
5797,14
11167,18
14863,39
24134,33
15681,17
27602,12
1587,13
28692,15
12321,24
7142,25
23153,17
920,13
24293,12
17282,14
13139,22
16725,32
20779,12
9998,13
10948,27
7953,17
17631,14
18382,22
7270,19
5592,38
15609,17
17766,11
4368,16
19506,24
14838,27
25236,19
12980,24
10572,17
25378,16
15009,30
1082,18
24436,31
26003,24
12712,20
14282,16
3342,21
13578,21
4750,15
23994,39
12537,40
8844,25
10875,24
19919,30
21406,30
5660,17
22325,36
12308,18
5945,19
22386,16
25361,11
27317,29
23530,16
16895,13
18286,24
21347,19
28585,28
2351,36
6716,19
26585,33
7679,19
1275,18
20976,29
3193,20
23639,16
19915,18
194,14
24190,17
13648,23
23275,19
4641,23
8663,17
15964,23
868,9
11611,21
14982,31
11095,13
24034,28
15347,15
303,14
21582,14
1565,14
10976,11
26965,17
23593,18
25854,15
10916,38
3532,26
3557,15
14263,20
16255,14
7605,17
6670,41
19661,17
3446,23
28286,28
21300,19
17554,15
5249,24
4662,18
10232,22
16465,18
12364,25
11975,27
28007,13
10692,15
4936,15
25009,18
21962,21
20101,17
6181,17
20900,13
23418,12
1704,19
7241,13
15134,14
13448,18
8301,17
12315,17
7954,28
26058,13
19434,23
21002,27
19069,13
5969,36
17873,23
20660,15
13007,19
21172,35
27801,13
19896,13
14350,14
223,21
2488,17
28098,16
7362,39
